requirement_id,type,module,priority,srs_section,short_text,backend_applicability,status,canonical_evidence,test_evidence,other_worktree_evidence,missing_behavior,dependency_or_blocker,governance_reference,recommended_workstream
FR-CST-010,FR,CST,M,13.3,Compute theoretical usage per stock item from recipe-expanded sold items,BACKEND,DEFERRED_RATIFIED,No theoreticalUsage implementation found; explicitly named 'theoretical-vs-actual analysis' in governance defer text,,,Deferred,,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-011,FR,CST,M,13.3,Compute actual usage = opening+purchases+transfersIn+production output - transfersOut - productionInput - closingCount,BACKEND,DEFERRED_RATIFIED,No implementation found,,,"Part of theoretical-vs-actual analysis, explicitly deferred",,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-012,FR,CST,M,13.3,Compute variance qty/value/percentage (actual - theoretical),BACKEND,DEFERRED_RATIFIED,No implementation found,,,Deferred (cost-variance dashboards named explicitly),,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-013,FR,CST,M,13.3,Separate recorded waste column: unexplained variance = variance - recorded waste,BACKEND,DEFERRED_RATIFIED,No implementation found,,,Deferred,,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-014,FR,CST,M,13.3,Variance report sortable by variance value descending,BACKEND,DEFERRED_RATIFIED,No implementation found,,,Deferred,,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-015,FR,CST,S,13.3,Classify variance by likely cause using heuristics (hypotheses not conclusions),BACKEND,DEFERRED_RATIFIED,No implementation found,,,Deferred,,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-016,FR,CST,S,13.3,"Compute variance at per-shift granularity where available, fallback to count period",BACKEND,DEFERRED_RATIFIED,No implementation found,,,Deferred,,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-017,FR,CST,S,13.3,Variance trend view across successive count periods,BACKEND,DEFERRED_RATIFIED,No implementation found,,,Deferred,,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-020,FR,CST,M,13.4,Report waste by value/quantity grouped by item/reason/category/employee/station/day-part/shift/branch,BACKEND,DEFERRED_RATIFIED,src/modules/inventory/waste/waste.service.ts:47 record() only WRITES waste records (with reasonCodeId); no grouped reporting/aggregation query exists,,,"Waste RECORDING exists (Inventory-owned, write path) but grouped waste ANALYSIS/reporting does not; the latter falls under the deferred CST reporting surface",,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",CST-waste-analysis-reporting (write path already done in Inventory)
FR-CST-021,FR,CST,M,13.4,Compute waste as % of COGS and net sales,BACKEND,DEFERRED_RATIFIED,No implementation found,,,Deferred; also depends on FR-CST-003 (food cost %) which is itself deferred,,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-022,FR,CST,S,13.4,"Rolling baseline of expected waste per item/location, flag std-deviation outliers",BACKEND,DEFERRED_RATIFIED,No implementation found,,,Deferred,,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-023,FR,CST,S,13.4,'Cost of waste' summary: revenue required to offset = waste value / avg contribution margin %,BACKEND,DEFERRED_RATIFIED,No implementation found,,,"Depends on contribution margin (FR-CST-005), deferred",,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-024,FR,CST,C,13.4,Correlate waste by reason with operational factors (staffing/volume/new employee/equipment) for root-cause,BACKEND,DEFERRED_RATIFIED,No implementation found,,,"Deferred, low priority (C)",,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-030,FR,CST,S,13.5,Compute labour cost per shift from attendance + hourly rates,SHARED_BACKEND_AND_CLIENT,DEFERRED_RATIFIED,No labourCost computation found in src/ (grep returned nothing),,,Falls within 'wider FR-CST reporting surface' defer; also depends on HRM attendance data (cross-check HRM batch for attendance record existence),,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-031,FR,CST,S,13.5,"Compute [labour metrics, text truncated in SRS extraction]",BACKEND,DEFERRED_RATIFIED,No implementation found,,,"Deferred, part of labour cost analysis surface",,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-032,FR,CST,S,13.5,Display sales and labour on common hourly axis (prime cost visibility),BACKEND,DEFERRED_RATIFIED,No implementation found,,,Deferred,,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-035,FR,CST,S,13.6,Branch profitability summary (net sales - COGS - labour - opex = operating profit),BACKEND,DEFERRED_RATIFIED,No implementation found,,,"Deferred, explicitly 'profitability analytics'",,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-036,FR,CST,S,13.6,Record branch operating expenses (rent/utilities/maintenance) with category/recurrence/allocation,BACKEND,DEFERRED_RATIFIED,No OperatingExpense model or service found in prisma/schema.prisma or src/,,,No schema support at all found; falls under deferred Costing/profitability surface,,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-037,FR,CST,S,13.6,Branch ranking by any metric with configurable normalisation (absolute/per-seat/per-sqm/per-labour-hour),BACKEND,DEFERRED_RATIFIED,No implementation found,,,Deferred,,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-038,FR,CST,C,13.6,"Compute break-even sales level per branch, show progress during month",BACKEND,DEFERRED_RATIFIED,No implementation found,,,"Deferred, low priority (C)",,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-CST-040,FR,CST,S,13.7,Monitor and flag fraud/anomaly patterns for human review (never accusation),BACKEND,DEFERRED_RATIFIED,No anomaly/fraud-flagging implementation found in src/ (grep for anomal returned nothing),,,"Falls under Costing/reporting bounded-context defer by inference — not individually named in the governance text seen, so confidence is MODERATE not high; could alternatively be argued AUD/SEC territory and NOT_IMPLEMENTED rather than governed-deferred — recommend explicit governance confirmation before treating as settled",,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context' (inferred applicability — not individually named)",CST-fraud-anomaly-detection (confirm governance scope)
FR-CST-041,FR,CST,M,13.7,Anomaly flags visible only to governance.view_anomalies permission holders,SHARED_BACKEND_AND_CLIENT,DEFERRED_RATIFIED,No governance.view_anomalies permission found in permission catalogue (cross-check SEC batch); no anomaly feature exists to gate,,,Depends on FR-CST-040 which does not exist; permission itself not found either,,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context' (inferred applicability)",CST-fraud-anomaly-detection (confirm governance scope)
FR-CST-042,FR,CST,S,13.7,Anomaly flags shown with underlying evidence (transactions/timestamps/baseline),BACKEND,DEFERRED_RATIFIED,No implementation found,,,Depends on FR-CST-040,,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context' (inferred applicability)",
FR-CST-043,FR,CST,S,13.7,"Baselines computed per branch and per role, not globally",BACKEND,DEFERRED_RATIFIED,No implementation found,,,Depends on FR-CST-040,,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context' (inferred applicability)",
FR-DR-001,FR,DR,M,25.3,High-volume time-ordered tables range-partitioned by time,BACKEND,PARTIAL,"prisma/schema.prisma:1955-1956 (sales.orders/order_lines monthly RANGE); :3890 (inventory.stock_movements RANGE by occurredAt); migrations 20260820120000_sales_order_foundation, 20260816210000_inventory_foundation",test/partition-lifecycle.e2e-spec.ts (per DR-1 report; covers the 3 partitioned tables),,"Of the SRS's named partition candidates, governance.audit_entries is an ordinary non-partitioned table and analytics.fact_sales_line has no table/schema at all (no `analytics` schema exists in prisma/schema.prisma). sync.sync_operations is also deliberately non-partitioned (migration comment: 'partitioning needs a partition lifecycle job that does not exist in this repository yet' — now stale since the job exists, per FR-DR-002 below).",,,DR-PARTITION-COVERAGE-GAPS
FR-DR-002,FR,DR,M,25.3,"Partitions auto-created >=3mo ahead by scheduled job, with alerting on failure",BACKEND,PARTIAL,"src/modules/platform/partitioning/partition-lifecycle.job.ts (PARTITION_HORIZON_MONTHS=3, registered on scheduler substrate, daily); src/modules/platform/partitioning/partition-ddl.service.ts, partition-admin-connection.service.ts; migration 20260903090000_platform_partition_lifecycle (ros_partition_admin role)",per docs/reports/claude/full-srs-4day/2026-09-03_DR-1_partition-lifecycle-and-restore-readiness.md: 13 e2e tests in test/partition-lifecycle.e2e-spec.ts + 15 unit tests against real PostgreSQL 16 (report evidence; code presence independently verified in canonical src/modules/platform/partitioning),,"Automated creation is real and scheduler-integrated. The 'alerting' limb only writes a durable internal finding (platform.partition_creation_failed) — no notification/delivery substrate exists in this repository, so nobody is actually alerted, matching the same gap pattern as BR-INV-003.",,,DR-ALERT-DELIVERY-SUBSTRATE
FR-DR-003,FR,DR,M,25.3,"Archived partitions exported to object storage in queryable columnar format, retrievable within retention window",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No archival/export-to-object-storage job or integration exists anywhere in src.,,,DR-ARCHIVAL-EXPORT
FR-DR-010,FR,DR,M,25.5,Schema changes as versioned forward-only migrations in source control,BACKEND,COMPLETE,"prisma/migrations/** (114+ models, migrations checked into git, Prisma's forward-only migration model)","N/A (process invariant, verified by repository structure itself)",,,,,
FR-DR-011,FR,DR,M,25.5,Migrations backward-compatible with previously-deployed app version (zero-downtime deploy/rollback),BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No CI/CD pipeline, deployment tooling, or documented expand/contract discipline enforcement exists in this repository to verify or guarantee this; individual migrations are not audited for backward compatibility as a gate.",,,OPS-DEPLOYMENT-PIPELINE
FR-DR-012,FR,DR,M,25.5,Breaking schema changes follow expand-migrate-contract sequence,BACKEND,NOT_IMPLEMENTED,NONE (no process/tooling enforcement found; no CI check for this pattern),NONE,,No automated or documented enforcement of the 5-step sequence; relies entirely on developer discipline with no gate.,,,OPS-DEPLOYMENT-PIPELINE
FR-DR-013,FR,DR,M,25.5,"Migrations tested against prod-sized dataset in staging, timed, >5s lock rejected",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No staging environment, production-sized test dataset, or lock-timing gate exists in this repository/CI.",,,OPS-DEPLOYMENT-PIPELINE
FR-DR-014,FR,DR,M,25.5,"NOT NULL column additions use nullable+backfill+validated constraint, never a blocking statement",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No automated lint/CI check enforces this migration pattern; not independently verified across all 114+ migrations (out of scope to hand-audit every migration in this batch) — treated as not demonstrably complete.,,,OPS-DEPLOYMENT-PIPELINE
FR-DR-020,FR,DR,M,25.7,"Backups encrypted, restore rehearsed quarterly with recorded results",OPS_INFRA,NOT_BACKEND_APPLICABLE,,,,Infra/ops process; docs/reports/claude/full-srs-4day/2026-09-03_DR-1_partition-lifecycle-and-restore-readiness.md explicitly states this secondary scope was 'NOT ATTEMPTED'/'not reached'. No backup/restore scripts or docs exist anywhere in the repo.,,,"DR-BACKUP-RESTORE (if scoped to backend, else pure ops)"
FR-DR-021,FR,DR,M,25.7,Restore a single tenant's data without restoring the whole database (logical export by tenant_id),BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No tenant-scoped logical export/restore tooling exists anywhere in src/scripts or elsewhere.,,,DR-BACKUP-RESTORE
FR-FIN-001,FR,FIN,M,16.2,Cash drawers are branch-level entities; one open session per drawer,BACKEND,COMPLETE,prisma/schema.prisma CashSession model (~L3018); src/modules/treasury/drawers/drawers.service.ts; src/modules/treasury/cash-sessions/cash-sessions.service.ts,src/modules/treasury/cash-session-close/cash-session-close.db-ownership.spec.ts,,,,,
FR-FIN-002,FR,FIN,M,16.2,Session bound to exactly one employee; no drawer-sharing between two open sessions,BACKEND,COMPLETE,prisma CashSession.employeeId; src/modules/treasury/cash-sessions/cash-sessions.service.ts open() one-open-per-drawer enforcement,src/modules/treasury/cash-session-close/cash-session-close.db-ownership.spec.ts,,,,,
FR-FIN-003,FR,FIN,S,16.2,Shared-drawer mode (multi-cashier per drawer) with reduced-control indication,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No shared-drawer / multi-cashier-per-drawer concept found anywhere in treasury module or schema; CashSession is single-employee only.,,,FIN-cash-session-hardening
FR-FIN-004,FR,FIN,M,16.2,Expected cash = opening float + cash sales + tips + pay-ins - refunds - pay-outs - safe drops +/- rounding,BACKEND,COMPLETE,src/modules/treasury/cash-sessions/cash-session-facts.query.service.ts; src/modules/treasury/cash-movements/cash-movement-totals.query.service.ts,src/modules/treasury/cash-session-close (spec files),,,,,
FR-FIN-005,FR,FIN,M,16.2,"Cash variance = counted - expected, recorded on the session",BACKEND,COMPLETE,"src/modules/treasury/cash-session-close/cash-session-close.service.ts (variance computation, declareClose); prisma DayClose.varianceTotalMinor",src/modules/treasury/cash-session-close/cash-session-close.db-ownership.spec.ts,,,,,
FR-FIN-006,FR,FIN,M,16.2,"Variance beyond tolerance requires reason + approval by cash.variance.approve, excluding session owner",BACKEND,COMPLETE,src/modules/treasury/treasury.permissions.ts (CASH_VARIANCE_APPROVE='cash.variance.approve'); src/modules/treasury/treasury.controller.ts:826 explicit self-approval exclusion; src/modules/treasury/cash-session-close/cash-session-close.service.ts (varianceApprovalExpirySeconds),src/modules/treasury/cash-session-close/*.spec.ts,,,,,
FR-FIN-007,FR,FIN,M,16.2,Closed sessions immutable; corrections recorded as adjusting entries referencing the session,BACKEND,PARTIAL,"src/modules/treasury/cash-session-close/cash-session-close.service.ts (declareClose is sole write creating the immutable count; closedAt set once, no update path found)",src/modules/treasury/cash-session-close/cash-session-close.db-ownership.spec.ts,,"Immutability of the closed session itself is enforced, but no adjusting-entry/correction mechanism referencing a closed session was found.",,,FIN-cash-session-hardening
FR-FIN-010,FR,FIN,M,16.3,"Record per-session/per-day totals by tender type: cash, card schemes, wallet, gift card, voucher, on-account, aggregator",BACKEND,PARTIAL,"prisma DayClose.cardAmountTotalMinor/cashAmountTotalMinor; src/modules/treasury/day-close/day-close.service.ts SCOPE_BLOCK.partial: ""FR-FIN-022: sales by tender - only cash and manual_external_card are implemented tender families""",src/modules/treasury/day-close/day-close.service.spec.ts,,"Only 2 of 7+ required tender families (cash, manual_external_card) are tracked; no wallet, gift card, voucher, on-account, or aggregator-settled tender totals.",,,FIN-tender-expansion
FR-FIN-011,FR,FIN,S,16.3,"Reconcile card totals against payment terminal batch settlement report, flagging differences",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No terminal batch-settlement import/reconciliation code or model found anywhere in treasury module.,,,FIN-tender-expansion
FR-FIN-012,FR,FIN,S,16.3,Reconcile aggregator-settled orders against aggregator payout statements net of commission,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No aggregator payout / commission reconciliation model or service found anywhere in the codebase.,,,FIN-tender-expansion
FR-FIN-015,FR,FIN,S,16.4,"Record branch operating expenses (category, amount, method, supplier, date, attachment, approval)",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No Expense Prisma model and no expense module/service/controller exist anywhere in src/ or prisma/schema.prisma.,,,FIN-expenses-module
FR-FIN-016,FR,FIN,S,16.4,Petty cash paid from drawer recorded as a pay-out linked to the expense record,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"Depends on FR-FIN-015's Expense model, which does not exist; no petty-cash-to-payout linkage found.",FR-FIN-015 not implemented,,FIN-expenses-module
FR-FIN-017,FR,FIN,S,16.4,Expenses above configurable threshold require approval before posting,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No expense approval-threshold mechanism found (no Expense model exists).,FR-FIN-015 not implemented,,FIN-expenses-module
FR-FIN-018,FR,FIN,S,16.4,"Recurring expense templates for rent, utilities, subscriptions",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No recurring-expense-template model or scheduler found.,FR-FIN-015 not implemented,,FIN-expenses-module
FR-FIN-020,FR,FIN,M,16.5,Business-day close operation per branch,BACKEND,COMPLETE,"src/modules/treasury/day-close/day-close.service.ts (DayCloseService.post, full activation/close state machine); prisma DayClose/DayCloseActivation models",src/modules/treasury/day-close/day-close.service.spec.ts,,,,docs/reports/claude/2026-09-01_DAYCLOSE-acceptance-completion.md,
FR-FIN-021,FR,FIN,M,16.5,Day close blocked while any cash session open; lists blocking sessions,BACKEND,COMPLETE,src/modules/treasury/day-close/day-close.service.ts (ConflictException paths on open sessions); prisma DayCloseSession linkage model (sessionCount/varianceOwnerSessionCount),src/modules/treasury/day-close/day-close.service.spec.ts,,,,,
FR-FIN-022,FR,FIN,M,16.5,"Z report: gross/discounts/refunds/net sales, tax by rate, sales by category/tender/order type, txn count, AOV, void/comp summary, cash reconciliation, variance",BACKEND,PARTIAL,"prisma DayClose model (grossSalesMinor, netSalesMinor, taxTotalMinor, DayCloseTaxClassTotal, DayCloseOrderTypeTotal, voidedLineCount, varianceTotalMinor); src/modules/treasury/day-close/day-close.service.ts SCOPE_BLOCK.notImplemented (self-declared)",src/modules/treasury/day-close/day-close.service.spec.ts,,"Code's own SCOPE_BLOCK.notImplemented lists: tax by rate (only component sum persisted, not by rate), sales by category (no category snapshot on order_lines), comp summary (structurally zero - no comp mechanism); discounts/refunds are also structurally zero (no discount-application/refund state machine wired into this aggregate).",,,FIN-zreport-completion
FR-FIN-023,FR,FIN,M,16.5,"Z reports sequentially numbered per branch, immutable, retrievable for any historical date",BACKEND,COMPLETE,"prisma DayClose.zNumber (BigInt, unique per tenant+branch+zNumber, MAX+1 allocation with bounded retry documented in day-close.service.ts header); day-close.controller.ts GET-by-date retrieval route",src/modules/treasury/day-close/day-close.service.spec.ts,,,,,
FR-FIN-024,FR,FIN,M,16.5,Configurable business-day boundary per branch (e.g. 04:00) so late-night trading attributes correctly,BACKEND,COMPLETE,"src/modules/sales/orders/business-day.ts (resolveBusinessDay/cutoverLookup, per-weekday org.operating_hours.business_day_cutover, IANA-timezone-aware, DST-safe); shared by OrdersService and reporting's currentBusinessDay",search for business-day.ts spec not confirmed in this pass,,,,,
FR-FIN-025,FR,FIN,S,16.5,"Automatic day close at configured boundary where enabled, force-closing/flagging open sessions",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"src/modules/treasury/day-close/day-close.service.ts SCOPE_BLOCK.notImplemented explicitly: ""FR-FIN-025: automatic close (no scheduler)"" - day close is manual/request-triggered only.",No scheduler/job runner wired to trigger day close automatically.,,FIN-zreport-completion
FR-FIN-026,FR,FIN,M,16.5,"Day close triggers fiscal doc finalisation, inventory day-end snapshot, report pre-aggregation, accounting export",BACKEND,NOT_IMPLEMENTED,"src/modules/treasury/day-close/day-close.service.ts SCOPE_BLOCK.notImplemented explicitly lists all four: fiscal document finalisation (""no fiscal document capability exists""), inventory day-end snapshot, report pre-aggregation (""excluded by RPT-R2""), accounting export generation (""no transactional outbox exists - FR-PLT-041"").",NONE,,None of the four side-effects fire; DayClose only computes and persists its own aggregate row.,,,FIN-zreport-completion
FR-FIN-030,FR,FIN,M,16.6,"Tax computed by country pack's tax engine, never hard-coded",BACKEND,COMPLETE,src/modules/localisation/tax/tax.calculator.ts (pure function of CountryPack input); src/modules/localisation/tax/tax-engine.registry.ts,src/modules/localisation/tax/tax.calculator.spec.ts; src/modules/localisation/tax/conformance.spec.ts,,,,,
FR-FIN-031,FR,FIN,M,16.6,"Tax-inclusive and tax-exclusive pricing, configurable per branch/price list",BACKEND,COMPLETE,src/modules/localisation/tax/tax.calculator.ts (pricingMode 'tax_inclusive'|'tax_exclusive'),"src/modules/localisation/tax/tax.calculator.spec.ts (EG_EXCLUSIVE fixtures, inclusive/exclusive test cases)",,,,,
FR-FIN-032,FR,FIN,M,16.6,"Multiple simultaneous tax components (e.g. VAT + municipality + service tax), each own rate/base/rounding",BACKEND,COMPLETE,"src/modules/localisation/tax/tax.calculator.ts (components array, per-component rounding)",src/modules/localisation/tax/tax.calculator.spec.ts 'Tax engine - multiple components (FR-FIN-032)' describe block,,,,,
FR-FIN-033,FR,FIN,M,16.6,Tax classes per item (standard/reduced/zero-rated/exempt) and order-type-dependent rates,BACKEND,COMPLETE,"prisma TaxClass model (~L1541); src/modules/localisation/tax/tax.calculator.ts resolveTaxClass(pack, classCode, orderType) with orderTypeOverrides",src/modules/localisation/tax/tax.calculator.spec.ts,,,,,
FR-FIN-034,FR,FIN,M,16.6,"Tax computed at line level and summed, not on order total",BACKEND,COMPLETE,"src/modules/localisation/tax/tax.calculator.ts computeLineTax (pure per-line function); callers sum line results, no order-total tax path found",src/modules/localisation/tax/tax.calculator.spec.ts,,,,,
FR-FIN-035,FR,FIN,M,16.6,"Rounding mode/point specified by country pack, applied consistently POS/server/receipt/fiscal",BACKEND,PARTIAL,src/modules/localisation/tax/tax.calculator.ts (RoundingMode from CountryPack); src/common/money/rounding.ts,src/modules/localisation/tax/tax.calculator.spec.ts,,"Server-side consistency (POS backend/receipt/fiscal submission paths within this backend) is evidenced; cross-client (Dart/offline device) byte-identical enforcement is BR-FIN-005's shared conformance suite, which is SHARED_BACKEND_AND_CLIENT and not verifiable from backend code alone.",,,
FR-HRM-001,FR,HRM,M,14.2,Employee record with full field set,BACKEND,COMPLETE,"prisma/schema.prisma:1808 model Employee (names_localized,national_id,contact,emergency,dob,hire,term,position,dept,home_branch,employment_type,status);src/modules/workforce/employees/employees.service.ts;src/modules/workforce/employees/employees.controller.ts",test/workforce-hr1.e2e-spec.ts,,,,,
FR-HRM-002,FR,HRM,M,14.2,Employment types full/part/casual/contractor/trainee,BACKEND,COMPLETE,prisma/schema.prisma:1863 enum EmployeeEmploymentType,test/workforce-hr1.e2e-spec.ts,,Field is stored; SRS 'different rules for scheduling and overtime' per employment type not found as differentiated scheduling logic,,,HRM-scheduling-rules-by-employment-type
FR-HRM-003,FR,HRM,M,14.2,"Compensation basis with effective dating, view-permission gated",BACKEND,COMPLETE,"prisma/schema.prisma:2692 model EmployeeCompensation (basis,amountMinorUnits,effectiveFrom);src/modules/workforce/employees/employees.controller.ts:191-198 GET :employeeId/compensation @RequirePermission(COMPENSATION_VIEW);src/modules/workforce/employees/employees.service.ts:733",test/workforce-hr1.e2e-spec.ts,,,,,
